-5855,-4042
-5855,-4042
-5855,-4042
-5855,-4042
-5855,-4042
-5855,-4042
-5855,-4042
-5855,-4042
-5855,-4042
-5855,-4042
-5855,-4042
-5855,-4042
-5855,-4042
-5855,-4042
-5855,-4042
-5855,-4042
-5855,-4042
-5855,-4042
-5855,-4042
-5855,-4042
-5855,-4042
-5855,-4042
-5855,-4042
-8596,-6235
-8596,-6235
-2569,-1989
364,73
317,65
336,64
321,73
369,78
306,53
319,62
295,110
360,61
337,73
369,79
319,89
318,69
301,110
316,45
321,63
326,56
-8307,-5921
337,74
307,91
313,348
327,124
330,91
342,94
336,63
316,92
336,111
350,98
-9912,-6977
-9912,-6977
-9725,-6891
306,69
329,53
316,77
333,86
342,51
326,83
329,62
342,36
317,63
341,48
309,17
318,57
332,58
335,67
368,78
338,63
332,118
340,83
382,86
400,85
317,109
328,107
319,46
327,45
332,129
328,50
330,57
322,63
318,75
340,47
366,43
326,76
319,83
315,53
326,74
334,87
325,79
331,51
351,50
357,36
351,38
342,34
359,44
361,41
359,44
356,66
356,61
351,59
380,15
359,34
354,53
353,52
357,62
358,48
355,51
354,54
359,46
369,42
362,55
362,40
360,38
362,58
357,51
363,61
370,44
415,29
393,63
346,84
345,78
362,67
-4249,-3049
-8147,-6186
-8147,-6211
-8147,-6211
-8147,-6211
-8147,-6211
-8147,-6211
-8147,-6211
-8147,-6211
-4191,-3147
-4126,-3036
-3949,-2962
-3938,-2964
-4504,-3410
-4308,-3230
-4297,-3244
-4289,-3216
-4109,-3084
-4495,-3344
-4143,-3067
-8071,-6458
-3914,-2909
-4314,-3182
-3817,-2756
-3761,-2717
-4088,-2990
-4168,-3014
-4508,-3276
-3794,-2790
-3980,-2892
-4328,-3142
-4100,-3005
-4332,-3161
-4429,-3246
227,-1
222,-12
230,-19
198,7
237,-21
237,-16
222,-23
207,-45
-3726,-3356
239,-16
246,17
262,1
239,41
217,14
-4292,-3089
-4154,-3053
281,27
340,56
366,120
409,90
374,21
360,76
373,11
362,77
347,97
354,87
352,88
346,129
